frame_id,frame_gap,elapsed_s,Game Clock,x,y,speed_mph_savgol,accel_mph_s
285618.0,0,294.0,15:06,-73.6583659673663,-7.584419580419614,23.417813632490827,
285619.0,1,294.0,15:06,-74.34578321678354,-6.6977342657342955,21.481655256307892,
285620.0,1,294.0,15:06,-74.87343822843856,-5.841463869463896,19.904454050294525,
285621.0,1,294.0,15:06,-75.22882284382317,-5.05720279720282,18.765975133447544,
285622.0,1,294.0,15:06,-75.50510023310056,-4.278827505827525,18.09396453676337,
285623.0,1,294.0,15:06,-75.73697435897469,-3.5455920745920904,17.842337862220493,
285624.0,1,294.0,15:06,-75.98446386946421,-2.8077226107226227,17.839615254996595,
285625.0,1,294.0,15:06,-76.24981118881153,-2.0115477855477946,17.95676135466629,
285626.0,1,294.0,15:06,-76.5093962703966,-1.1272843822843872,18.01256806646278,
285627.0,1,294.0,15:06,-76.7346130536134,-0.15889044289044357,17.885368228058432,
285628.0,1,294.0,15:06,-76.96286247086282,0.8258344988345023,17.405973390469676,
285629.0,1,294.0,15:06,-77.13839393939429,1.7289487179487253,16.5666300060573,
285630.0,1,294.0,15:06,-77.2566503496507,2.551079254079265,15.482363546863036,
285631.0,1,294.0,15:06,-77.29098368298402,3.2615710955711097,14.347451428319026,
285632.0,1,294.0,15:06,-77.3205687645691,3.9305850815850985,13.28521574596432,
285633.0,1,294.0,15:06,-77.26733799533834,4.421972027972048,12.476650142048157,
285634.0,1,294.0,15:06,-77.23292540792575,4.889589743589765,12.014498668689285,
285635.0,1,294.0,15:06,-77.24061072261107,5.401890442890466,11.934130845551685,
285636.0,1,294.0,15:06,-77.28031002331038,6.000382284382311,12.216437221209715,
285637.0,1,294.0,15:06,-77.32149883449917,6.591596736596766,12.740497780368267,
285638.0,1,294.0,15:06,-77.39983682983717,7.225850815850848,13.401672148476015,
285639.0,1,294.0,15:06,-77.508997668998,7.880484848484882,13.976179870886,
285640.0,1,294.0,15:06,-77.67236130536165,8.60716783216787,14.38701078456407,
285641.0,1,294.0,15:06,-77.89559207459241,9.36490442890447,14.59642311666128,
285642.0,1,294.0,15:06,-78.1419440559444,10.104041958042002,14.569602265613094,
285643.0,1,294.0,15:06,-78.36806526806562,10.782566433566481,14.287340454167271,
285644.0,1,294.0,15:06,-78.60517249417283,11.451484848484899,13.836061544217953,
285645.0,1,294.0,15:06,-78.82230536130571,12.117191142191196,13.253107798062409,
285646.0,1,294.0,15:06,-78.97718181818217,12.749988344988402,12.686710717770543,
285647.0,1,294.0,15:06,-79.03317482517517,13.297951048951107,12.251793614960825,
285648.0,1,295.0,15:05,-79.01349883449919,13.851296037296098,11.986437260313478,
285649.0,1,295.0,15:05,-78.96558041958076,14.430230769230835,11.83401243529091,
285650.0,1,295.0,15:05,-78.85882051282087,14.995832167832233,11.767173270159537,
285651.0,1,295.0,15:05,-78.76603263403298,15.56351515151522,11.773762420325978,
285652.0,1,295.0,15:05,-78.73993473193508,16.135876456876527,11.852021065832622,
285653.0,1,295.0,15:05,-78.81964335664371,16.726167832167906,11.918243926620805,
285654.0,1,295.0,15:05,-79.01264568764604,17.325163170163247,11.925246927124274,
285655.0,1,295.0,15:05,-79.3194848484852,17.913452214452295,11.801381863607423,
285656.0,1,295.0,15:05,-79.69955710955746,18.46038694638703,11.463501189129046,
285657.0,1,295.0,15:05,-80.11617715617751,18.959111888111973,10.876577263673788,
285658.0,1,295.0,15:05,-80.51577855477892,19.383717948718036,10.049698286988795,
285659.0,1,295.0,15:05,-80.89029836829873,19.70961538461547,9.04081286029241,
285660.0,1,295.0,15:05,-81.19401864801901,19.922874125874216,7.9193223326289,
285661.0,1,295.0,15:05,-81.47918181818217,20.07495804195813,6.777306499315074,
285662.0,1,295.0,15:05,-81.76466433566469,20.173829836829928,5.721984772527998,
285663.0,1,295.0,15:05,-82.02591375291412,20.240715617715708,4.844512381746307,
285664.0,1,295.0,15:05,-82.25718881118918,20.27104428904438,4.170491101766602,
285665.0,1,295.0,15:05,-82.44678554778591,20.24999067599077,3.743572617317214,
285666.0,1,295.0,15:05,-82.5735291375295,20.2091212121213,3.5610929095118915,
285667.0,1,295.0,15:05,-82.67611655011692,20.184153846153936,3.616496756710302,
285668.0,1,295.0,15:05,-82.77660139860177,20.19974825174834,3.8458186257163756,
285669.0,1,295.0,15:05,-82.90288344988382,20.255547785547876,4.132712234898973,
285670.0,1,295.0,15:05,-83.11286946386983,20.35044055944065,4.409841101324716,
285671.0,1,295.0,15:05,-83.4207762237766,20.44634965034974,4.756254401448196,
285672.0,1,295.0,15:05,-83.7698438228442,20.460897435897525,5.377228370887778,
285673.0,1,295.0,15:05,-84.08487878787916,20.324515151515243,6.452910304596436,
285674.0,1,295.0,15:05,-84.30826340326378,19.992496503496593,7.873413515460015,
285675.0,1,295.0,15:05,-84.4005431235435,19.4739487179488,9.335639023472329,
285676.0,1,295.0,15:05,-84.36749417249455,18.82450116550125,10.509432715309659,
285677.0,1,295.0,15:05,-84.24574592074629,18.111682983683064,11.141524959330107,
